id,origem,nome_original,titulo_atlas,plano_original,regra_efetiva,etapa_principal,etapas_relacionadas,rota_sugerida,rota_detalhada,view_key,composicao,desktop,mobile,pagina_mapa,pagina_atlas,status,evidencia,decisao_relacionada
REP-017,mapa original,Construtor/exportacao,Tu informe a medida,Pro,Pro,E30,,/app/[orgSlug]/[locationSlug]/reports,família; compor na E00,REP-017,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,324,planejado,,
INT-001,mapa original,Catalogo de integracoes,Conecta tus herramientas,Pro,Pro,E32,,/app/[orgSlug]/[locationSlug]/integrations,família; compor na E00,INT-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,325,planejado,,
INT-002,mapa original,Detalhe da integracao,Detalle de la conexión,Pro,Pro,E32,,/app/[orgSlug]/[locationSlug]/integrations,família; compor na E00,INT-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,326,planejado,,
INT-003,mapa original,Google Business/links,Tu restaurante en Google,Starter+,Starter+,E10,,/app/[orgSlug]/[locationSlug]/integrations,família; compor na E00,INT-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,327,validado,"Os dados que têm de coincidir entre a ficha do Google e o site, num sítio só. NÃO fala com o Google e diz que não fala — escrever ""sincronizado"" ao lado de um botão que não sincroniza nada é sucesso sobre nada. móvel medido no navegador a 360, 390, 768, 1280 e 1440 px: transbordo horizontal, elementos fora do ecrã, alvos de toque a 44 px e contraste WCAG. Toda a visita afirma o endereço final e um marcador da própria tela. · inspeccao/painel.spec.ts · VALIDADO 04/09 pelo sénior: provar-sites.sh 0 falhas, 11 passos, 8 controlos negativos — o catch largo, a regra preguiçosa e a porta que serve sem prova de controlo; e 254 casos de navegador corridos pelo revisor, não declarados",
INT-004,mapa original,WhatsApp/mensageria,Mensajería del restaurante,Restaurant+,Restaurant+,E19,E32,/app/[orgSlug]/[locationSlug]/integrations,família; compor na E00,INT-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,328,planejado,,
INT-005,mapa original,Pagamento provider,Proveedor de pagos,Pro,Pro,E23,,/app/[orgSlug]/[locationSlug]/integrations,família; compor na E00,INT-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,329,planejado,,
INT-006,mapa original,Fiscal/contabilidade,Fiscal y contabilidad,Pro,Pro,E24,,/app/[orgSlug]/[locationSlug]/integrations,família; compor na E00,INT-006,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,330,planejado,,
INT-007,mapa original,Delivery provider,Conecta delivery,Pro,Concessão específica + dependências do canal,E32,,/app/[orgSlug]/[locationSlug]/integrations,família; compor na E00,INT-007,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,331,planejado,,D15
INT-008,mapa original,API keys,Claves de API,Pro,Pro,E32,,/app/[orgSlug]/[locationSlug]/integrations,família; compor na E00,INT-008,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,332,planejado,,
INT-009,mapa original,Webhooks,Tus webhooks,Pro,Pro,E32,,/app/[orgSlug]/[locationSlug]/integrations,família; compor na E00,INT-009,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,333,planejado,,
INT-010,mapa original,Logs de integracao,Qué ocurrió en la integración,Pro,Pro,E32,,/app/[orgSlug]/[locationSlug]/integrations,família; compor na E00,INT-010,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,334,planejado,,
DEV-001,mapa original,Dispositivos,Dispositivos del restaurante,Restaurant+,Restaurant+,E13,,/app/[orgSlug]/[locationSlug]/devices,família; compor na E00,DEV-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,335,planejado,,
DEV-002,mapa original,Parear dispositivo,Conecta un dispositivo,Restaurant+,Restaurant+,E13,,/app/[orgSlug]/[locationSlug]/devices,família; compor na E00,DEV-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,336,planejado,,
DEV-003,mapa original,Detalhe do dispositivo,Cocina 01,Restaurant+,Restaurant+,E13,,/app/[orgSlug]/[locationSlug]/devices,família; compor na E00,DEV-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,18,337,planejado,,
DEV-004,mapa original,Revogar dispositivo,Retira el acceso,Restaurant+,Restaurant+,E13,,/app/[orgSlug]/[locationSlug]/devices,família; compor na E00,DEV-004,diálogo/painel ou etapa do fluxo,obrigatório,obrigatório/adaptado à superfície,19,338,planejado,,
DEV-005,mapa original,Impressoras,Impresoras de servicio,Restaurant+,Restaurant+,E31,,/app/[orgSlug]/[locationSlug]/devices,família; compor na E00,DEV-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,339,planejado,,
DEV-006,mapa original,Diagnostico,Comprueba la conexión,Restaurant+,Restaurant+,E31,,/app/[orgSlug]/[locationSlug]/devices,família; compor na E00,DEV-006,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,340,planejado,,
SET-001,mapa original,Configuracoes gerais,Preferencias del restaurante,Todos,Todos,E06,,/[idioma]/app/[orgSlug]/[locationSlug]/settings,sim,SET-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,341,validado,docs/progress/E06.md · mudar moeda ou fuso não reescreve o passado; formato de data derivado,
SET-002,mapa original,Idiomas,Idiomas de tu experiencia,Todos,Todos,E06,,/[idioma]/app/[orgSlug]/[locationSlug]/settings/idiomas,sim,SET-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,342,validado,"docs/progress/E06.md · três idiomas suportados, não os quatro do atlas; carta por medir",
SET-003,mapa original,Tipos de servico,Tipos de servicio,Restaurant+,Restaurant+,E13,,/app/[orgSlug]/[locationSlug]/settings,família; compor na E00,SET-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,343,planejado,,
SET-004,mapa original,Configuracoes de pedido,Reglas de pedidos,Restaurant+,Restaurant+,E14,,/app/[orgSlug]/[locationSlug]/settings,família; compor na E00,SET-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,344,planejado,,
SET-005,mapa original,Roteamento de producao,Cada producto a su estación,Restaurant+,Restaurant+,E16,,/app/[orgSlug]/[locationSlug]/settings,família; compor na E00,SET-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,345,planejado,,
SET-006,mapa original,Configuracoes de KDS,Ajusta las pantallas de cocina,Restaurant+,Restaurant+,E16,,/app/[orgSlug]/[locationSlug]/settings,família; compor na E00,SET-006,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,346,planejado,,
SET-007,mapa original,Configuracoes de reservas,Preferencias de reservas,Restaurant,Restaurant,E18,,/app/[orgSlug]/[locationSlug]/settings,família; compor na E00,SET-007,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,347,planejado,,
SET-008,mapa original,Notificacoes,Quién recibe cada aviso,Restaurant+,Restaurant+,E15,,/app/[orgSlug]/[locationSlug]/settings,família; compor na E00,SET-008,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,348,planejado,,
SET-009,mapa original,Templates transacionais,Mensajes de servicio,Restaurant+,Restaurant+,E19,,/app/[orgSlug]/[locationSlug]/settings,família; compor na E00,SET-009,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,349,planejado,,
SET-010,mapa original,Politica de acesso,Protege los accesos,Pro,Todos: segurança básica; gestão avançada conforme plano,E33,"E04,E13",/app/[orgSlug]/[locationSlug]/settings,família; compor na E00,SET-010,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,350,planejado,,D06
SET-011,mapa original,Auditoria,Registro de acciones,Pro,Auditoria básica sempre; consulta avançada conforme plano,E33,"E04,E33",/app/[orgSlug]/[locationSlug]/settings,família; compor na E00,SET-011,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,351,planejado,,D07
SET-012,mapa original,Exportar dados,Exporta tus datos,Todos,Todos,E08,"E27,E29,E33",/app/[orgSlug]/[locationSlug]/settings,/app/[orgSlug]/organization/exportar,SET-012,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,352,validado,"A permissão verifica-se DUAS vezes: ao pedir e ao descarregar, com as concessões lidas outra vez. Link expira em 1h. CSV neutralizado contra fórmulas. A coluna mostra ""caducado"", não uma data no passado. Só as exportações de quem pergunta.",
SET-013,mapa original,Retencao/privacidade,Gestiona privacidad y retención,Pro,Pro,E33,"E27,E33",/app/[orgSlug]/[locationSlug]/settings,família; compor na E00,SET-013,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,353,planejado,,
SET-014,mapa original,Feature flags do tenant,Funciones en prueba,Interno/Pro,Interno/Pro,E33,,/app/[orgSlug]/[locationSlug]/settings,família; compor na E00,SET-014,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,354,planejado,,
HELP-001,mapa original,Central de ajuda,¿En qué podemos ayudarte?,Todos,Todos,E33,,/app/[orgSlug]/help,família; compor na E00,HELP-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,355,planejado,,
HELP-002,mapa original,Abrir ticket,Cuéntanos qué ha pasado,Todos,Todos,E33,,/app/[orgSlug]/help,família; compor na E00,HELP-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,356,planejado,,
HELP-003,mapa original,Meus tickets,Tus conversaciones de soporte,Todos,Todos,E33,,/app/[orgSlug]/help,família; compor na E00,HELP-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,357,planejado,,
HELP-004,mapa original,Status do sistema,Estado del servicio,Todos,Todos,E33,,/app/[orgSlug]/help,família; compor na E00,HELP-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,358,planejado,,
PLAT-001,mapa original,Dashboard da plataforma,"La plataforma, en contexto",Interno,Interno,E33,,/platform,família; compor na E00,PLAT-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,359,planejado,,
PLAT-002,mapa original,Lista de tenants,Organizaciones BossaOS,Interno,Interno,E05,E33,/[idioma]/platform,sim,PLAT-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,19,360,validado,docs/progress/E05.md · provar-plataforma.sh a 0 falhas,
PLAT-003,mapa original,Detalhe do tenant,La Societat · Organización,Interno,Interno,E05,E33,/[idioma]/platform/[orgId],sim,PLAT-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,20,361,validado,docs/progress/E05.md · provar-plataforma.sh a 0 falhas,
PLAT-004,mapa original,Entitlements do tenant,Funciones contratadas,Interno,Interno,E05,E33,/[idioma]/platform/[orgId]/entitlements,sim,PLAT-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,20,362,validado,docs/progress/E05.md · leitura; escrita pelo scripts/plataforma.mjs auditado (E33 traz a interface),
PLAT-005,mapa original,Assinaturas/faturamento SaaS,Suscripciones de la plataforma,Interno,Interno,E32,,/platform,família; compor na E00,PLAT-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,20,363,planejado,,
PLAT-006,mapa original,Tenants em onboarding,Implantaciones en curso,Interno,Interno,E05,E33,/[idioma]/platform/implantacoes,sim,PLAT-006,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,20,364,validado,docs/progress/E05.md · fase derivada do que existe; catálogo revisto declarado por medir,
PLAT-007,mapa original,Fila de suporte,Casos de soporte,Interno,Interno,E33,,/platform,família; compor na E00,PLAT-007,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,20,365,planejado,,
PLAT-008,mapa original,Sessao de suporte assistido,Acceso de soporte temporal,Interno,Interno,E33,,/platform,família; compor na E00,PLAT-008,diálogo/painel ou etapa do fluxo,obrigatório,obrigatório/adaptado à superfície,20,366,planejado,,
PLAT-009,mapa original,Diagnostico do tenant,Diagnóstico de la organización,Interno,Interno,E33,,/platform,família; compor na E00,PLAT-009,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,20,367,planejado,,
PLAT-010,mapa original,Feature flags,Lanzamientos controlados,Interno,Interno,E05,E33,/[idioma]/platform/flags,sim,PLAT-010,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,20,368,validado,docs/progress/E05.md · provar-plataforma.sh a 0 falhas,
PLAT-011,mapa original,Catalogo de planos,Catálogo de planes,Interno,Interno,E05,E33,/[idioma]/platform/planos,sim,PLAT-011,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,20,369,validado,docs/progress/E05.md · provar-planos.sh: os cartões não prometem o que o plano não concede,
PLAT-012,mapa original,Cupons/promocoes SaaS,Promociones de suscripción,Interno,Interno,E32,,/platform,família; compor na E00,PLAT-012,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,20,370,planejado,,
PLAT-013,mapa original,Logs/auditoria global,Registro de administración,Interno,Interno,E33,,/platform,família; compor na E00,PLAT-013,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,20,371,planejado,,
PLAT-014,mapa original,Jobs e filas,Trabajos de la plataforma,Interno,Interno,E33,,/platform,família; compor na E00,PLAT-014,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,20,372,planejado,,
PLAT-015,mapa original,Webhooks globais,Entregas de eventos,Interno,Interno,E32,,/platform,família; compor na E00,PLAT-015,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,20,373,planejado,,
PLAT-016,mapa original,Incidentes,Gestiona un incidente,Interno,Interno,E33,,/platform,família; compor na E00,PLAT-016,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,20,374,planejado,,
PLAT-017,mapa original,Templates de email/SMS,Mensajes de la plataforma,Interno,Interno,E33,,/platform,família; compor na E00,PLAT-017,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,20,375,planejado,,
PLAT-018,mapa original,Moderacao/abuso,Revisa contenido reportado,Interno,Interno,E33,,/platform,família; compor na E00,PLAT-018,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,20,376,planejado,,
PLAT-019,mapa original,Ferramentas de migracao,Importaciones asistidas,Interno,Interno,E33,,/platform,família; compor na E00,PLAT-019,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,20,377,planejado,,
PLAT-020,mapa original,Configuracao de provedores,Proveedores de la plataforma,Interno,Interno,E32,E33,/platform,família; compor na E00,PLAT-020,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,20,378,planejado,,
THEME-001,complemento atlas,,Tu tema Starter,Complemento do atlas,Starter: fixo,E05,,/[idioma]/app/[orgSlug]/[locationSlug]/website/theme,sim,THEME-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,,379,validado,docs/progress/E05.md · provar-planos.sh: recusa coerente E não altera dados,
THEME-002,complemento atlas,,Elige los colores de tu restaurante,Complemento do atlas,Restaurant/Pro: público; downgrade preservado,E12,,/app/[orgSlug]/[locationSlug]/website/theme,família; compor na E00,THEME-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,,380,planejado,,
THEME-003,complemento atlas,,Mira el tema antes de publicar,Complemento do atlas,Restaurant/Pro: público; downgrade preservado,E12,,/app/[orgSlug]/[locationSlug]/website/theme,família; compor na E00,THEME-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,,381,planejado,,
THEME-004,complemento atlas,,Este color necesita ajuste,Complemento do atlas,Restaurant/Pro: público; downgrade preservado,E12,,/app/[orgSlug]/[locationSlug]/website/theme,família; compor na E00,THEME-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,,382,planejado,,
THEME-005,complemento atlas,,Publica tus nuevos colores,Complemento do atlas,Restaurant/Pro: público; downgrade preservado,E12,,/app/[orgSlug]/[locationSlug]/website/theme,família; compor na E00,THEME-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,,383,planejado,,
THEME-006,complemento atlas,,Brasa Norte · Tema Restaurant,Complemento do atlas,Restaurant/Pro: público; downgrade preservado,E12,,/app/[orgSlug]/[locationSlug]/website/theme,família; compor na E00,THEME-006,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,,384,planejado,,
THEME-007,complemento atlas,,Oliva Bistro · Tema Pro,Complemento do atlas,Restaurant/Pro: público; downgrade preservado,E12,,/app/[orgSlug]/[locationSlug]/website/theme,família; compor na E00,THEME-007,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,,385,planejado,,
THEME-008,complemento atlas,,Así cambia el tema al bajar de plan,Complemento do atlas,Restaurant/Pro: público; downgrade preservado,E12,,/app/[orgSlug]/[locationSlug]/website/theme,família; compor na E00,THEME-008,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,,386,planejado,,
STATE-001,complemento atlas,,Cargando el catálogo,Complemento do atlas,"Transversal, conforme ação/plano da superfície",E02,,(na rota que executa a ação),família; compor na E00,STATE-001,estado transversal (nao e rota propria),obrigatório,obrigatório/adaptado à superfície,,387,validado,"docs/progress/E02.md · componente Estado · catalogo e estrutura-admin · móvel medido: renderizam na secção de estados do catálogo, inspeccionada a 360/390/768/1280/1440 px sem transbordo, sem elemento fora do ecrã e com alvos de 44 px",
STATE-002,complemento atlas,,Tu primer catálogo empieza aquí,Complemento do atlas,"Transversal, conforme ação/plano da superfície",E02,,(na rota que executa a ação),família; compor na E00,STATE-002,estado transversal (nao e rota propria),obrigatório,obrigatório/adaptado à superfície,,388,validado,"docs/progress/E02.md · componente Estado · catalogo e estrutura-admin · móvel medido: renderizam na secção de estados do catálogo, inspeccionada a 360/390/768/1280/1440 px sem transbordo, sem elemento fora do ecrã e com alvos de 44 px",
STATE-003,complemento atlas,,No se han podido guardar los cambios,Complemento do atlas,"Transversal, conforme ação/plano da superfície",E02,,(na rota que executa a ação),família; compor na E00,STATE-003,estado transversal (nao e rota propria),obrigatório,obrigatório/adaptado à superfície,,389,validado,"docs/progress/E02.md · componente Estado · catalogo e estrutura-admin · móvel medido: renderizam na secção de estados do catálogo, inspeccionada a 360/390/768/1280/1440 px sem transbordo, sem elemento fora do ecrã e com alvos de 44 px",
STATE-004,complemento atlas,,Estamos sin conexión,Complemento do atlas,"Transversal, conforme ação/plano da superfície",E15,,(na rota que executa a ação),família; compor na E00,STATE-004,estado transversal,obrigatório,obrigatório/adaptado à superfície,,390,planejado,,
STATE-005,complemento atlas,,No tienes acceso a esta acción,Complemento do atlas,"Transversal, conforme ação/plano da superfície",E02,,(na rota que executa a ação),família; compor na E00,STATE-005,estado transversal (nao e rota propria),obrigatório,obrigatório/adaptado à superfície,,391,validado,"docs/progress/E02.md · componente Estado · catalogo e estrutura-admin · móvel medido: renderizam na secção de estados do catálogo, inspeccionada a 360/390/768/1280/1440 px sem transbordo, sem elemento fora do ecrã e com alvos de 44 px",
STATE-006,complemento atlas,,Esta función está en Pro,Complemento do atlas,"Transversal, conforme ação/plano da superfície",E05,,"(componente BloqueioDePlano, na rota que executa a acção)",estado transversal,STATE-006,estado transversal,obrigatório,obrigatório/adaptado à superfície,,392,validado,"docs/progress/E05.md · a recusa vem de decidirCapacidade, não de texto fixo",
STATE-007,complemento atlas,,Tienes cambios sin guardar,Complemento do atlas,"Transversal, conforme ação/plano da superfície",E02,,(na rota que executa a ação),família; compor na E00,STATE-007,estado transversal (nao e rota propria),obrigatório,obrigatório/adaptado à superfície,,393,validado,"docs/progress/E02.md · componente Estado · catalogo e estrutura-admin · móvel medido: renderizam na secção de estados do catálogo, inspeccionada a 360/390/768/1280/1440 px sem transbordo, sem elemento fora do ecrã e com alvos de 44 px",
STATE-008,complemento atlas,,Otra persona ha actualizado este producto,Complemento do atlas,"Transversal, conforme ação/plano da superfície",E15,,(na rota que executa a ação),família; compor na E00,STATE-008,estado transversal,obrigatório,obrigatório/adaptado à superfície,,394,planejado,,
STATE-009,complemento atlas,,La sesión de esta mesa terminó,Complemento do atlas,"Transversal, conforme ação/plano da superfície",E17,,(na rota que executa a ação),família; compor na E00,STATE-009,estado transversal,obrigatório,obrigatório/adaptado à superfície,,395,planejado,,
STATE-010,complemento atlas,,Revisa el artículo agotado,Complemento do atlas,"Transversal, conforme ação/plano da superfície",E17,,(na rota que executa a ação),família; compor na E00,STATE-010,estado transversal,obrigatório,obrigatório/adaptado à superfície,,396,planejado,,
STATE-011,complemento atlas,,El pago sigue en comprobación,Complemento do atlas,"Transversal, conforme ação/plano da superfície",E23,,(na rota que executa a ação),família; compor na E00,STATE-011,estado transversal,obrigatório,obrigatório/adaptado à superfície,,397,planejado,,
STATE-012,complemento atlas,,Cocina 01 no tiene conexión,Complemento do atlas,"Transversal, conforme ação/plano da superfície",E16,,(na rota que executa a ação),família; compor na E00,STATE-012,estado transversal,obrigatório,obrigatório/adaptado à superfície,,398,planejado,,
STATE-013,complemento atlas,,Esta unidad está archivada,Complemento do atlas,"Transversal, conforme ação/plano da superfície",E06,,"(componente UnidadeArquivada, na rota que executa a acção)",estado transversal,STATE-013,estado transversal,obrigatório,obrigatório/adaptado à superfície,,399,validado,"docs/progress/E06.md · arquivar preserva o histórico, provado por contagem depois",
STATE-014,complemento atlas,,Vuelve a confirmar tu identidad,Complemento do atlas,"Transversal, conforme ação/plano da superfície",E04,,(na rota que executa a ação),família; compor na E00,STATE-014,estado transversal (componente Estado),obrigatório,obrigatório/adaptado à superfície,,400,validado,docs/progress/E04.md · prova provar-acesso.sh a 0 falhas,
STATE-015,complemento atlas,,Lo que necesita tu atención,Complemento do atlas,"Transversal, conforme ação/plano da superfície",E15,,(na rota que executa a ação),família; compor na E00,STATE-015,estado transversal,obrigatório,obrigatório/adaptado à superfície,,401,planejado,,
STATE-016,complemento atlas,,Archiva con trazabilidad,Complemento do atlas,"Transversal, conforme ação/plano da superfície",E02,,(na rota que executa a ação),família; compor na E00,STATE-016,estado transversal (nao e rota propria),obrigatório,obrigatório/adaptado à superfície,,402,validado,"docs/progress/E02.md · componente Estado · catalogo e estrutura-admin · móvel medido: renderizam na secção de estados do catálogo, inspeccionada a 360/390/768/1280/1440 px sem transbordo, sem elemento fora do ecrã e com alvos de 44 px",
